iter	Logloss
310	0.04640695848
311	0.04618497012
312	0.04595508353
313	0.04574874668
314	0.0456253003
315	0.04553418241
316	0.04539556473
317	0.04515571244
318	0.04500473732
319	0.04486342573
320	0.04469979719
321	0.04452258967
322	0.04435054822
323	0.04415080994
324	0.04401393135
325	0.04383044614
326	0.04369595804
327	0.0435468021
328	0.04331282622
329	0.04315449532
330	0.04302223741
331	0.04291125184
332	0.04277244372
333	0.04260852953
334	0.042409995
335	0.04231387804
336	0.04215561257
337	0.04201581985
338	0.04177070642
339	0.04166620069
340	0.04148644596
341	0.04138618919
342	0.04133702462
343	0.04127517421
344	0.04108734107
345	0.04093275482
346	0.04079734947
347	0.04066001048
348	0.04049309858
349	0.04029850778
350	0.04012465065
351	0.04003193329
352	0.03990866626
353	0.03988478975
354	0.03974420452
355	0.03962479079
356	0.03954921293
357	0.03936641523
358	0.03919650118
359	0.03903207514
360	0.0389171572
361	0.03875380548
362	0.03857140129
363	0.03847166685
364	0.03832812053
365	0.03814498565
366	0.03801877146
367	0.03790206747
368	0.03776633513
369	0.03766504383
370	0.0375467211
371	0.0374177646
372	0.03732643328
373	0.03719014078
374	0.03706258404
375	0.03699265067
376	0.03692015696
377	0.03684886839
378	0.03667628229
379	0.03652211361
380	0.03639725529
381	0.03630248748
382	0.03619789319
383	0.0360663158
384	0.03598019796
385	0.03588726785
386	0.03581972563
387	0.03567018584
388	0.03559261479
389	0.03553518756
390	0.03545275002
391	0.03529866147
392	0.03516670349
393	0.03502559034
394	0.03493784444
395	0.03486264129
396	0.03472864759
397	0.03457293716
398	0.03449917065
399	0.03439728054
400	0.03423498601
401	0.03414184638
402	0.0341201023
403	0.03397546608
404	0.03385308689
405	0.03375909595
406	0.03364103339
407	0.03350370084
408	0.03345737448
409	0.03332341799
410	0.03323840545
411	0.03309199367
412	0.03301470947
413	0.03294861508
414	0.03281568463
415	0.03267810058
416	0.03260189712
417	0.03247927959
418	0.03239175585
419	0.03232515624
420	0.0321807238
421	0.03216029971
422	0.03205290127
423	0.03195252283
424	0.03181488074
425	0.03167619496
426	0.03155318315
427	0.03146144065
428	0.03135436813
429	0.03133940995
430	0.03117226107
431	0.03116181373
432	0.03105402179
433	0.030956659
434	0.03090188775
435	0.03081398081
436	0.0307143028
437	0.03063645579
438	0.03061746869
439	0.03048150783
440	0.03037116811
441	0.0303045452
442	0.0302383777
443	0.03016823796
444	0.03003028841
445	0.02994304081
446	0.02990436085
447	0.02974950471
448	0.02968985208
449	0.02962431806
450	0.02960282662
451	0.02956903515
452	0.02950900835
453	0.02942502864
454	0.02934471824
455	0.02928075438
456	0.02918543031
457	0.02909701884
458	0.02898100766
459	0.02888324115
460	0.02882209793
461	0.02871380229
462	0.02862240972
463	0.02852081992
464	0.02840529887
465	0.02833296301
466	0.02824379457
467	0.02814386359
468	0.02806086751
469	0.02797838554
470	0.02791576118
471	0.02783850892
472	0.02774435817
473	0.02767848533
474	0.02758885308
475	0.02754953397
476	0.0274774984
477	0.02742167475
478	0.02732458495
479	0.02720083089
480	0.02710981679
481	0.02700208182
482	0.02690135987
483	0.02681012849
484	0.02678246424
485	0.02674640724
486	0.02668408323
487	0.02660563194
488	0.0265092757
489	0.02641025523
490	0.0263509246
491	0.0262475213
492	0.02615614214
493	0.02607711131
494	0.02598903215
495	0.02589934814
496	0.02579077678
497	0.02565918284
498	0.02564705526
499	0.02557071606
500	0.02547445718
501	0.02540415339
502	0.02537005464
503	0.0253315402
504	0.02525369002
505	0.02523772699
506	0.02514990648
507	0.02510796662
508	0.02503881177
509	0.02497439819
510	0.0249031199
511	0.02484942164
512	0.02476473382
513	0.02470217722
514	0.02469157937
515	0.02462282092
516	0.02451103498
517	0.02444165056
518	0.02437809922
519	0.02430883217
520	0.02426895132
521	0.02421119065
522	0.02411764046
523	0.02406514215
524	0.02398910701
525	0.02392821904
526	0.02384439027
527	0.02379265543
528	0.0237162577
529	0.02365400815
530	0.02358635134
531	0.02357679333
532	0.02347994386
533	0.02339580529
534	0.02332602669
535	0.02326549565
536	0.02322898406
537	0.02319692723
538	0.02312464274
539	0.02307129589
540	0.02299680456
541	0.02295969986
542	0.02289239516
543	0.02280087059
544	0.02277463113
545	0.02272329586
546	0.02263820572
547	0.0225497075
548	0.02248704269
549	0.02243678802
550	0.02238358659
551	0.02232196319
552	0.02225090113
553	0.02219096236
554	0.0221026832
555	0.02203132067
556	0.02197574697
557	0.02195109484
558	0.02187438154
559	0.02183659124
560	0.02179860762
561	0.02172566234
562	0.02163916875
563	0.0215949438
564	0.02153708816
565	0.02151336204
566	0.02143605578
567	0.02140717574
568	0.02136912263
569	0.02132607007
570	0.02127284
571	0.02122287899
572	0.02113082464
573	0.0210846061
574	0.02098707168
575	0.0209456195
576	0.0208716451
577	0.02083758524
578	0.02078567364
579	0.0207585637
580	0.02070287694
581	0.02067777233
582	0.02063192026
583	0.0205665668
584	0.02052140222
585	0.02048867492
586	0.0204588374
587	0.02040414661
588	0.02036008335
589	0.02028786847
590	0.0202439761
591	0.02021236023
592	0.02014778933
593	0.02006830626
594	0.02003423712
595	0.01999082817
596	0.01997800037
597	0.01992965648
598	0.01985351165
599	0.01980693195
600	0.01976286241
601	0.01975068081
602	0.01970112354
603	0.01966452513
604	0.01960005721
605	0.0195572173
606	0.01952220337
607	0.01948262147
608	0.01945410539
609	0.01943083297
610	0.01939116768
611	0.01931400806
612	0.0192628751
613	0.01922235046
614	0.0191712346
615	0.01916231487
616	0.01912947435
617	0.01907835149
618	0.01902581081
619	0.01897553294
620	0.01890826585
621	0.01887692035
622	0.01881989115
623	0.01879764451
624	0.01875789662
625	0.01872365837
626	0.01869141076
627	0.01867335432
628	0.01862302001
629	0.01859737355
630	0.01856388881
631	0.0185243684
632	0.01847766043
633	0.01844328337
634	0.01838743595
635	0.0183334475
636	0.01827746355
637	0.0182343775
638	0.01820797429
639	0.01815048939
640	0.01809434489
641	0.01803896445
642	0.01797877361
643	0.01793841469
644	0.0178976048
645	0.01787648286
646	0.01783604286
647	0.01779149338
648	0.01774521145
649	0.01770139161
650	0.01765840667
651	0.01761723218
652	0.01758136057
653	0.01752859777
654	0.01749629111
655	0.01746365511
656	0.01743087185
657	0.01738087906
658	0.01733787593
659	0.01728300223
660	0.01724845848
661	0.01719962523
662	0.01714784733
663	0.01713851525
664	0.01709664194
665	0.01704997052
666	0.01699209994
667	0.0169409927
668	0.0169071317
669	0.01685934477
670	0.01684790958
671	0.01682833509
672	0.01679020467
673	0.0167667846
674	0.01671948915
675	0.01665949252
676	0.01663116897
677	0.0166163457
678	0.01656906349
679	0.01653339753
680	0.01652813113
681	0.01648201961
682	0.01644579985
683	0.0164117086
684	0.01637020752
685	0.01631725098
686	0.01628742577
687	0.01625262438
688	0.01620957972
689	0.01614942837
690	0.01611928689
691	0.01609746457
692	0.01609130806
693	0.01605308095
694	0.01602176998
695	0.0159949093
696	0.01597342227
697	0.01591949723
698	0.01588009566
699	0.01582609177
700	0.01578906619
701	0.01572187808
702	0.0157183074
703	0.01567163594
704	0.01562771325
705	0.01560545266
706	0.01555466774
707	0.01551399354
708	0.01547663771
709	0.01543980523
710	0.01540559845
711	0.01539905885
712	0.01536069119
713	0.01532185732
714	0.01529910709
715	0.01529394873
716	0.01525788845
717	0.0152341117
718	0.01520481613
719	0.01517655139
720	0.01513161141
721	0.01509383491
722	0.01507058506
723	0.01504989286
724	0.01501777793
725	0.01497877816
726	0.0149431032
727	0.01489750152
728	0.01485284039
729	0.01481777423
730	0.01479958817
731	0.0147593126
732	0.01471602837
733	0.01468826313
734	0.01468335379
735	0.01464843515
736	0.01460084852
737	0.01458037609
738	0.01457700856
739	0.01453691565
740	0.01449267407
741	0.01445252099
742	0.01442285934
743	0.0143637471
744	0.0143595323
745	0.01432417603
746	0.01430189867
747	0.0142690048
748	0.01422750303
749	0.01417035654
750	0.01416322509
751	0.01415546619
752	0.0141517027
753	0.01412536216
754	0.01412060989
755	0.01409565105
756	0.01406324907
757	0.01401727598
758	0.01398962917
759	0.0139613172
760	0.01393194117
761	0.01389972624
762	0.01385687317
763	0.01381270347
764	0.01378023734
765	0.01373844609
766	0.01371143852
767	0.0136701536
768	0.01363699979
769	0.01360381898
770	0.01354984428
771	0.01351895319
772	0.01347171557
773	0.01344679885
774	0.01341266037
775	0.01339391651
776	0.01337006913
777	0.01334841417
778	0.01331208442
779	0.01328291913
780	0.01325471778
781	0.01322451363
782	0.01322209798
783	0.01319125876
784	0.01318279491
785	0.01314140164
786	0.01310577147
787	0.01308795791
788	0.01304821753
789	0.01302352698
790	0.01297567192
791	0.01294448865
792	0.01292125089
793	0.01289445444
794	0.01286424946
795	0.01282196163
796	0.01277954643
797	0.01275275182
798	0.01274770331
799	0.01274280715
800	0.01270299374
801	0.01267301853
802	0.01262395731
803	0.01262058926
804	0.01257822831
805	0.0125395403
806	0.01250370592
807	0.01250154234
808	0.01247896963
809	0.01247666355
810	0.0124434192
811	0.0124379327
812	0.01243380099
813	0.01242953798
814	0.01238302063
815	0.01235351449
816	0.01233528813
817	0.01230014047
818	0.01226430427
819	0.01223162064
820	0.01220397853
821	0.01217815369
822	0.01215106319
823	0.0121214296
824	0.0121194088
825	0.01211413908
826	0.01209647585
827	0.01206820227
828	0.01202775855
829	0.01202388523
830	0.01202116195
831	0.01201986742
832	0.01198586268
833	0.01197032316
834	0.01196760554
835	0.01195072846
836	0.01193607076
837	0.01190616057
838	0.01188364081
839	0.011831486
840	0.01180184868
841	0.01179878291
842	0.01177444887
843	0.01177058517
844	0.01175003439
845	0.01174737436
846	0.01173667002
847	0.01172842161
848	0.01171513488
849	0.01171277442
850	0.01167787976
851	0.01164455756
852	0.01161169187
853	0.01159619881
854	0.0115776485
855	0.01157263727
856	0.01155527508
857	0.01155313116
858	0.01152519994
859	0.01151949407
860	0.01151670254
861	0.01151317862
862	0.01149425028
863	0.01149021748
864	0.01145230064
865	0.01142485976
866	0.01141127863
867	0.01139777517
868	0.01136901492
869	0.01136741284
870	0.01134169091
871	0.01133238342
872	0.01130506299
873	0.01128786698
874	0.01128028004
875	0.01127788207
876	0.0112535512
877	0.01122945556
878	0.01119089683
879	0.01118864575
880	0.01115799894
881	0.011133669
882	0.01113068323
883	0.01110696006
884	0.01107708269
885	0.01106160565
886	0.0110474247
887	0.01101988707
888	0.01099112035
889	0.01095316899
890	0.01094688508
891	0.01094413102
892	0.01094167615
893	0.01090548254
894	0.0108893452
895	0.01086130447
896	0.01084952648
897	0.01081998784
898	0.01081715199
899	0.01078169053
900	0.01076695867
901	0.01073402346
902	0.0107175086
903	0.01070312953
904	0.01067317303
905	0.01066974901
906	0.01063497652
907	0.01063174477
908	0.01060158651
909	0.01058630462
910	0.01056630985
911	0.01055809729
912	0.01055581664
913	0.01055352515
914	0.01054163182
915	0.01050743139
916	0.01048957769
917	0.01046526865
918	0.01044263964
919	0.01041451539
920	0.01041243324
921	0.01038383295
922	0.01038193993
923	0.01037837566
924	0.01036199014
925	0.01034052358
926	0.01032715089
927	0.01030211765
928	0.01030082734
929	0.01027378296
930	0.0102532108
931	0.01022850439
932	0.01020790411
933	0.01017413436
934	0.01014907035
935	0.01012824386
936	0.01011819401
937	0.01008515985
938	0.01007833501
939	0.01006002409
940	0.01005130831
941	0.01004599499
942	0.01004407585
943	0.01001148438
944	0.009988242598
945	0.009984918785
946	0.009961552662
947	0.009936769229
948	0.009933859799
949	0.009915428226
950	0.009913197118
951	0.009910459359
952	0.009893495833
953	0.009883033755
954	0.009854280897
955	0.009837809441
956	0.009835895935
957	0.009810951268
958	0.009787955396
959	0.009771697224
960	0.009743489147
961	0.00973980753
962	0.009736249074
963	0.009730660829
964	0.009707387301
965	0.00969009781
966	0.009660591704
967	0.009657554249
968	0.009647373711
969	0.009631407042
970	0.009606403401
971	0.009604732224
972	0.009596511872
973	0.009566882353
974	0.00955399816
975	0.009552054402
976	0.009522933625
977	0.009520937757
978	0.009494061507
979	0.009467047843
980	0.009446579557
981	0.009427401424
982	0.009404504642
983	0.009377076981
984	0.009364270822
985	0.009362521326
986	0.009360228419
987	0.009358287416
988	0.009334805404
989	0.009332092691
990	0.009312380005
991	0.00931038034
992	0.009298600513
993	0.009296422459
994	0.009294725216
995	0.009263620815
996	0.009262273623
997	0.009260445961
998	0.009238628156
999	0.009217138829
